Iteration,Trainloss
0,0.2978807
1,0.29508597
2,0.29249936
3,0.2901117
4,0.28791904
5,0.28591818
6,0.28410465
7,0.28247252
8,0.2810142
9,0.27972025
10,0.2785791
11,0.27757683
12,0.2766971
13,0.2759209
14,0.2752259
15,0.27458605
16,0.27397123
17,0.27334723
18,0.27267614
19,0.27191755
20,0.27102914
21,0.26996836
22,0.2686932
23,0.2671633
24,0.26534066
25,0.26319087
26,0.26068428
27,0.25779787
28,0.25451815
29,0.25084534
30,0.24679904
31,0.24242245
32,0.23778388
33,0.23297423
34,0.22810034
35,0.22327015
36,0.2185734
37,0.21406832
38,0.20978437
39,0.20574081
40,0.20197196
41,0.19854273
42,0.19553119
43,0.1929734
44,0.19081616
45,0.18893245
46,0.1871781
47,0.18543306
48,0.18362336
49,0.18173268
50,0.17978756
51,0.17782737
52,0.17588599
53,0.17399076
54,0.17216735
55,0.17044613
56,0.16886902
57,0.16748898
58,0.16635734
59,0.16550493
60,0.16492859
61,0.16458903
62,0.16441937
63,0.16434006
64,0.16427603
65,0.16417076
66,0.16399401
67,0.16374119
68,0.16342373
69,0.16305102
70,0.16260764
71,0.16207303
72,0.16159141
73,0.16141902
74,0.16126801
75,0.16087802
76,0.16070485
77,0.16073684
78,0.16038266
79,0.16021752
80,0.16007364
81,0.1596017
82,0.15947123
83,0.15901884
84,0.15875018
85,0.15845355
86,0.15808798
87,0.15790254
88,0.15751693
89,0.15735006
90,0.15694153
91,0.1567349
92,0.15630062
93,0.15601993
94,0.1556207
95,0.15521823
96,0.15495051
97,0.15453227
98,0.15415093
99,0.1539116
100,0.1537474
101,0.15362896
102,0.15329243
103,0.15288608
104,0.15253878
105,0.15237282
106,0.15240227
107,0.15259826
108,0.1527798
109,0.15183185
110,0.1518082
111,0.15234579
112,0.15160951
113,0.15152693
114,0.15196201
115,0.15139252
116,0.15138341
117,0.15172984
118,0.15124999
119,0.1512598
120,0.15157294
121,0.15118663
122,0.15112454
123,0.15139315
124,0.1511919
125,0.1510203
126,0.15112977
127,0.15118077
128,0.1510737
129,0.15096259
130,0.15103273
131,0.15111423
132,0.15099324
133,0.15090111
134,0.15093255
135,0.15097716
136,0.1509518
137,0.15085672
138,0.15081693
139,0.15084249
140,0.15086828
141,0.15086472
142,0.15080604
143,0.15074615
144,0.1507019
145,0.15068181
146,0.15068108
147,0.15069537
148,0.15073337
149,0.15078977
150,0.15089463
151,0.15094319
152,0.15093738
153,0.15073796
154,0.1505555
155,0.15050684
156,0.1505859
157,0.15067208
158,0.15062572
159,0.15050535
160,0.15041175
161,0.1504121
162,0.15046906
163,0.15050273
164,0.15048411
165,0.15040177
166,0.1503196
167,0.15027069
168,0.15026331
169,0.15028076
170,0.15029643
171,0.15029857
172,0.15026587
173,0.15021649
174,0.1501538
175,0.15009932
176,0.15005775
177,0.1500293
178,0.15001096
179,0.15000182
180,0.15000923
181,0.15004416
182,0.15015161
183,0.15032125
184,0.15059774
185,0.15049635
186,0.15016074
187,0.14975257
188,0.14976175
189,0.15001589
190,0.14996877
191,0.14969634
192,0.1495113
193,0.14959595
194,0.14973739
195,0.14962374
196,0.14941117
197,0.14927429
198,0.14929563
199,0.14935784
200,0.14928025
201,0.14912304
202,0.14898737
203,0.14895289
204,0.14896232
205,0.1489083
206,0.14879727
207,0.14865538
208,0.14854562
209,0.14847535
210,0.14842787
211,0.14839241
212,0.14834239
213,0.14830548
214,0.14821856
215,0.14814341
216,0.14798418
217,0.14782973
218,0.14763017
219,0.14744957
220,0.14727487
221,0.14711446
222,0.14695789
223,0.14679976
224,0.1466358
225,0.14646655
226,0.14629632
227,0.1461418
228,0.14605129
229,0.14624804
230,0.14707206
231,0.14951988
232,0.14621986
233,0.14497928
234,0.1459948
235,0.14550368
236,0.14440642
237,0.14416693
238,0.14459078
239,0.14438356
240,0.14328124
241,0.14350499
242,0.14368585
243,0.14249301
244,0.14270575
245,0.14298265
246,0.14157462
247,0.14167085
248,0.14223559
249,0.140677
250,0.14042446
251,0.14095905
252,0.13968813
253,0.13899834
254,0.13920139
255,0.13888226
256,0.13822973
257,0.13728276
258,0.13689566
259,0.13692746
260,0.13662343
261,0.13639084
262,0.13527867
263,0.13438971
264,0.13363674
265,0.13314824
266,0.13291357
267,0.13290942
268,0.13404752
269,0.13237065
270,0.13122725
271,0.12959234
272,0.12887558
273,0.12877473
274,0.12869748
275,0.12889184
276,0.12672047
277,0.1255465
278,0.12507437
279,0.125075
280,0.12598951
281,0.12386739
282,0.122647785
283,0.12155167
284,0.12076484
285,0.120177485
286,0.1198005
287,0.120526984
288,0.12154593
289,0.12733604
290,0.11960572
291,0.14044154
292,0.12841663
293,0.12630829
294,0.13659456
295,0.13617168
296,0.1261189
297,0.12294181
298,0.12669636
299,0.12720299
300,0.12646438
301,0.12710364
302,0.12516038
303,0.12308289
304,0.122603506
305,0.12081037
306,0.119060494
307,0.118790776
308,0.117430575
309,0.11635805
310,0.11634354
311,0.11551315
312,0.114961356
313,0.114889115
314,0.11400717
315,0.113364875
316,0.11291806
317,0.11195039
318,0.111202024
319,0.11071621
320,0.10996624
321,0.10940875
322,0.10909473
323,0.10860569
324,0.10815663
325,0.10787446
326,0.107434615
327,0.10693162
328,0.10650838
329,0.105914846
330,0.1051867
331,0.104563564
332,0.10393405
333,0.10303784
334,0.10238536
335,0.10144158
336,0.10080212
337,0.09988373
338,0.099081546
339,0.098455586
340,0.09791164
341,0.09747358
342,0.10068844
343,0.097243465
344,0.10364334
345,0.09330868
346,0.13104731
347,0.09766252
348,0.10257791
349,0.16303921
350,0.12457357
351,0.17346226
352,0.11778104
353,0.1321888
354,0.13631843
355,0.14207256
356,0.14261669
357,0.122361675
358,0.12006643
359,0.11734159
360,0.10712766
361,0.100664645
362,0.102820635
363,0.10754185
364,0.10825775
365,0.10417574
366,0.10002271
367,0.10002807
368,0.10283284
369,0.10428707
370,0.10283383
371,0.10040529
372,0.09944797
373,0.100333475
374,0.10152789
375,0.101494364
376,0.10004246
377,0.09823319
378,0.097261906
379,0.097310685
380,0.09748871
381,0.09691037
382,0.09563482
383,0.09446315
384,0.093995854
385,0.09405181
386,0.093985096
387,0.09343696
388,0.09267114
389,0.09218925
390,0.092126764
391,0.09213884
392,0.0918569
393,0.09131003
394,0.09082846
395,0.09060869
396,0.090490416
397,0.09019695
398,0.08969329
399,0.08919481
400,0.08885737
401,0.08858574
402,0.08819532
403,0.08766941
404,0.087160505
405,0.0867631
406,0.08639126
407,0.08592464
408,0.08538832
409,0.08489926
410,0.08448081
411,0.08403914
412,0.08352282
413,0.082996435
414,0.08251594
415,0.08202752
416,0.081465654
417,0.08086731
418,0.08029406
419,0.07971738
420,0.079084285
421,0.07842315
422,0.07777844
423,0.07711621
424,0.07640095
425,0.075673096
426,0.07495585
427,0.07420879
428,0.07343197
429,0.072661534
430,0.071872205
431,0.071044065
432,0.07021578
433,0.06938131
434,0.06851939
435,0.06766189
436,0.06680206
437,0.065926835
438,0.06506947
439,0.064216055
440,0.06336612
441,0.0625394
442,0.06171859
443,0.060926966
444,0.060160134
445,0.05941841
446,0.058716964
447,0.058044482
448,0.057418007
449,0.056822985
450,0.056274533
451,0.055762928
452,0.055296835
453,0.05486812
454,0.054482833
455,0.054131072
456,0.05381521
457,0.053525798
458,0.053266767
459,0.053026963
460,0.052808736
461,0.052602682
462,0.052408185
463,0.052219756
464,0.052035317
465,0.05185477
466,0.051673193
467,0.051493023
468,0.05131155
469,0.051130075
470,0.05095003
471,0.05077067
472,0.050594263
473,0.050420057
474,0.0502493
475,0.05008296
476,0.049920306
477,0.049762588
478,0.04960905
479,0.04945953
480,0.049314667
481,0.049173336
482,0.049035616
483,0.048901226
484,0.04876926
485,0.048639875
486,0.048512615
487,0.048386868
488,0.048262656
489,0.048139535
490,0.048017163
491,0.047895677
492,0.047774762
493,0.047654234
494,0.04753424
495,0.04741461
496,0.047295358
497,0.047176618
498,0.0470583
499,0.046940416
500,2.4645658
501,0.45883906
502,0.29744843
503,0.6354132
504,0.31931514
505,0.33759367
506,0.5517036
507,0.3261256
508,1.1287693
509,1.1070337
510,0.3245035
511,0.97258884
512,0.7799376
513,0.3210584
514,0.28264165
515,0.37182745
516,0.38621175
517,0.25317928
518,0.20783539
519,0.19760597
520,0.19066438
521,0.18499522
522,0.18150437
523,0.18056664
524,0.1807613
525,0.1807309
526,0.17945178
527,0.1762743
528,0.17110746
529,0.16470908
530,0.15873343
531,0.15481038
532,0.15336798
533,0.15372795
534,0.15350343
535,0.15037028
536,0.14828488
537,0.15666428
538,0.15933713
539,0.15044652
540,0.14815609
541,0.15031527
542,0.1519429
543,0.15232624
544,0.15177873
545,0.15072799
546,0.14957462
547,0.14860995
548,0.14795913
549,0.14759533
550,0.14741188
551,0.14729597
552,0.14716865
553,0.14699222
554,0.14676087
555,0.1464871
556,0.14619012
557,0.14588788
558,0.14559272
559,0.14530985
560,0.14503792
561,0.14477073
562,0.14449984
563,0.1442175
564,0.14391918
565,0.14360555
566,0.14328274
567,0.14296122
568,0.14265281
569,0.14236718
570,0.14210895
571,0.14187633
572,0.14166161
573,0.14145367
574,0.14124103
575,0.14101489
576,0.14077118
577,0.14051093
578,0.14023939
579,0.13996395
580,0.1396921
581,0.13942915
582,0.1391774
583,0.13893612
584,0.13870217
585,0.1384716
586,0.13824081
587,0.13800752
588,0.13777094
589,0.13753147
590,0.13729042
591,0.13704887
592,0.13680772
593,0.13656719
594,0.1363272
595,0.1360874
596,0.1358476
597,0.13560782
598,0.13536839
599,0.13512969
600,0.13489196
601,0.1346551
602,0.13441879
603,0.13418236
604,0.1339452
605,0.13370684
606,0.13346718
607,0.13322654
608,0.13298537
609,0.13274421
610,0.13250342
611,0.13226318
612,0.13202336
613,0.13178375
614,0.13154404
615,0.13130401
616,0.13106354
617,0.13082269
618,0.13058148
619,0.13034011
620,0.13009875
621,0.1298575
622,0.12961644
623,0.12937559
624,0.12913494
625,0.12889451
626,0.12865426
627,0.1284142
628,0.12817436
629,0.12793472
630,0.12769537
631,0.12745629
632,0.12721758
633,0.12697923
634,0.12674136
635,0.12650402
636,0.12626724
637,0.12603107
638,0.1257955
639,0.12556058
640,0.1253263
641,0.1250927
642,0.124859765
643,0.12462755
644,0.1243961
645,0.12416546
646,0.12393562
647,0.12370668
648,0.12347864
649,0.123251505
650,0.12302528
651,0.1228
652,0.12257569
653,0.122352354
654,0.12213
655,0.12190869
656,0.12168845
657,0.121469274
658,0.12125117
659,0.12103418
660,0.120818324
661,0.120603606
662,0.12039003
663,0.12017764
664,0.11996643
665,0.11975642
666,0.11954761
667,0.119340055
668,0.1191337
669,0.118928604
670,0.11872478
671,0.11852221
672,0.11832092
673,0.11812092
674,0.117922194
675,0.117724776
676,0.11752864
677,0.11733383
678,0.11714031
679,0.11694813
680,0.11675723
681,0.11656766
682,0.116379425
683,0.1161925
684,0.11600692
685,0.11582262
686,0.11563969
687,0.11545804
688,0.11527775
689,0.115098745
690,0.11492108
691,0.11474474
692,0.11456968
693,0.11439595
694,0.11422353
695,0.11405241
696,0.11388257
697,0.11371402
698,0.113546774
699,0.11338078
700,0.113216095
701,0.11305265
702,0.11289048
703,0.11272958
704,0.1125699
705,0.11241144
706,0.112254255
707,0.11209826
708,0.111943506
709,0.11178995
710,0.11163759
711,0.11148642
712,0.111336425
713,0.11118759
714,0.11103994
715,0.1108934
716,0.11074802
717,0.11060379
718,0.11046066
719,0.11031862
720,0.1101777
721,0.110037886
722,0.10989916
723,0.10976145
724,0.10962483
725,0.10948923
726,0.10935467
727,0.109221146
728,0.10908862
729,0.108957104
730,0.10882657
731,0.108697005
732,0.10856843
733,0.10844079
734,0.10831408
735,0.108188316
736,0.10806348
737,0.10793954
738,0.107816495
739,0.10769434
740,0.10757308
741,0.10745266
742,0.1073331
743,0.107214354
744,0.10709647
745,0.10697939
746,0.10686313
747,0.10674766
748,0.10663296
749,0.10651908
750,0.10640593
751,0.106293544
752,0.10618189
753,0.10607098
754,0.1059608
755,0.10585132
756,0.10574255
757,0.10563447
758,0.10552707
759,0.105420366
760,0.1053143
761,0.10520892
762,0.105104156
763,0.10500005
764,0.10489655
765,0.10479368
766,0.104691446
767,0.104589775
768,0.10448871
769,0.104388215
770,0.104288325
771,0.10418899
772,0.10409021
773,0.10399197
774,0.1038943
775,0.10379716
776,0.10370055
777,0.10360446
778,0.103508875
779,0.10341383
780,0.103319265
781,0.10322517
